id,title,release_date,release_year,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,genres,genre_count,in_collection,adult,status
189,Sin City: A Dame to Kill For,2014-08-20,2014,65000000,39407616,102,7.2972,6.403,4138,en,"Action, Crime, Thriller",3,True,False,Released
1771,Captain America: The First Avenger,2011-07-22,2011,140000000,370569774,124,9.026,7.004,22628,en,"Action, Adventure, Science Fiction",3,True,False,Released
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-15,2011,379000000,1046721266,136,13.524,6.566,14872,en,"Adventure, Action, Fantasy",3,True,False,Released
1930,The Amazing Spider-Man,2012-06-23,2012,215000000,758725893,136,17.6519,6.732,18407,en,"Action, Adventure, Science Fiction",3,True,False,Released
4258,Scary Movie 5,2013-04-11,2013,20000000,78613981,88,7.2694,4.791,3007,en,Comedy,1,True,False,Released
7978,The Wolfman,2010-02-10,2010,150000000,140700000,103,5.2078,5.9,2164,en,Horror,1,False,False,Released
8952,I Love You Phillip Morris,2010-02-04,2010,13000000,20768906,98,2.8019,6.419,1806,en,"Comedy, Crime, Drama, Romance",4,False,False,Released
8967,The Tree of Life,2011-05-17,2011,32000000,54700000,139,4.0647,6.727,3312,en,"Drama, Fantasy",2,False,False,Released
9364,Wuthering Heights,2011-09-09,2011,5692172,1742215,124,3.6969,5.873,275,en,"Drama, Romance",2,False,False,Released
9543,Prince of Persia: The Sands of Time,2010-05-19,2010,200000000,336365676,116,7.6761,6.296,7126,en,"Adventure, Fantasy, Action",3,False,False,Released
10138,Iron Man 2,2010-04-28,2010,200000000,623933331,124,28.7536,6.851,22269,en,"Adventure, Action, Science Fiction",3,True,False,Released
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,2010,155000000,415686217,113,6.7897,6.44,5871,en,"Adventure, Family, Fantasy",3,True,False,Released
10191,How to Train Your Dragon,2010-03-18,2010,165000000,495141736,98,13.0268,7.857,14276,en,"Fantasy, Adventure, Animation, Family",4,True,False,Released
10192,Shrek Forever After,2010-05-20,2010,165000000,752600867,93,12.5911,6.393,7898,en,"Comedy, Adventure, Fantasy, Animation, Family",5,True,False,Released
10193,Toy Story 3,2010-06-16,2010,200000000,1067316101,102,15.4923,7.804,15635,en,"Animation, Family, Comedy",3,True,False,Released
10195,Thor,2011-04-21,2011,150000000,449326618,115,15.0319,6.768,22244,en,"Adventure, Fantasy, Action",3,True,False,Released
10196,The Last Airbender,2010-06-30,2010,150000000,319713881,103,6.9756,4.647,4242,en,"Action, Adventure, Fantasy",3,False,False,Released
10316,The Ides of March,2011-10-07,2011,12500000,76338111,101,3.9939,6.679,2690,en,Drama,1,False,False,Released
10317,Our Brand Is Crisis,2015-09-11,2015,28000000,7002261,107,1.8465,5.9,526,en,"Comedy, Drama",2,False,False,Released
10679,Iron Sky,2012-04-04,2012,7500000,10109659,93,3.0911,5.749,1758,en,"Action, Comedy, Science Fiction",3,True,False,Released
11324,Shutter Island,2010-02-14,2010,80000000,294804195,138,18.3919,8.198,25692,en,"Drama, Thriller, Mystery",3,False,False,Released
11439,The Ghost Writer,2010-02-12,2010,45000000,60300000,128,3.2116,6.82,2432,en,"Thriller, Mystery",2,False,False,Released
12155,Alice in Wonderland,2010-03-03,2010,200000000,1025467110,108,13.6924,6.639,14730,en,"Family, Fantasy, Adventure",3,True,False,Released
12201,Edge of Darkness,2010-01-28,2010,80000000,81126522,117,7.7807,6.416,1707,en,"Crime, Drama, Mystery, Thriller",4,False,False,Released
12444,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,2010,250000000,954305868,146,19.8285,7.734,20270,en,"Adventure, Fantasy",2,True,False,Released
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,2011,125000000,1341511219,130,22.0168,8.08,21869,en,"Adventure, Fantasy",2,True,False,Released
12645,Inhale,2010-08-27,2010,10000000,55089,100,1.1078,6.019,130,en,"Drama, Action, Thriller",3,False,False,Released
12819,Alpha and Omega,2010-07-05,2010,20000000,50507267,88,3.5637,5.957,550,en,"Animation, Family, Comedy, Adventure, Romance",5,True,False,Released
13477,When in Rome,2010-01-29,2010,55000000,43042835,91,3.5157,5.9,1269,en,"Comedy, Fantasy, Romance",3,False,False,Released
14564,Rings,2017-02-01,2017,25000000,83080890,102,4.9551,5.016,2600,en,Horror,1,True,False,Released
16290,Jackass 3D,2010-10-15,2010,20000000,117224271,94,3.1479,6.6,1450,en,"Comedy, Documentary, Action",3,True,False,Released
17578,The Adventures of Tintin,2011-10-24,2011,130000000,373993951,107,8.1576,6.919,5775,en,"Adventure, Animation, Mystery",3,False,False,Released
18823,Clash of the Titans,2010-03-26,2010,125000000,493214993,106,8.6356,5.916,6646,en,"Adventure, Fantasy, Action",3,True,False,Released
19901,Daybreakers,2010-01-06,2010,20000000,51417188,98,5.4357,6.281,2152,en,"Action, Fantasy, Science Fiction",3,False,False,Released
20352,Despicable Me,2010-07-08,2010,69000000,543284256,95,15.9499,7.256,15990,en,"Animation, Comedy, Crime, Family, Science Fiction",5,True,False,Released
20504,The Book of Eli,2010-01-14,2010,80000000,157107755,118,8.3597,6.795,6631,en,"Action, Thriller, Science Fiction",3,False,False,Released
20526,TRON: Legacy,2010-12-14,2010,170000000,409912892,126,9.3915,6.539,7864,en,"Adventure, Action, Science Fiction",3,True,False,Released
20533,Jonah Hex,2010-06-18,2010,47000000,10539000,81,3.0888,4.954,1535,en,"Western, Fantasy, Thriller",3,False,False,Released
20662,Robin Hood,2010-05-12,2010,200000000,321669741,140,7.5344,6.396,4987,en,"Action, Adventure, History, Drama",4,False,False,Released
22538,Scott Pilgrim vs. the World,2010-08-12,2010,73000000,51825248,113,7.3329,7.485,8516,en,"Action, Comedy, Romance",3,False,False,Released
22894,Legion,2010-01-21,2010,26000000,67918658,100,7.9494,5.9,2839,en,"Action, Fantasy, Horror",3,False,False,Released
22907,Takers,2010-08-26,2010,32000000,80205382,107,5.078,6.236,1368,en,"Action, Crime, Drama, Thriller",4,False,False,Released
22970,The Cabin in the Woods,2012-04-12,2012,30000000,71038838,95,8.7759,6.648,8480,en,"Horror, Mystery, Comedy",3,False,False,Released
22971,Dear John,2010-02-04,2010,25000000,114977104,108,4.3863,6.84,4270,en,"Drama, Romance, War",3,False,False,Released
22972,Green Zone,2010-03-11,2010,100000000,94882889,115,5.9927,6.488,2358,en,"War, Action, Adventure, Drama, Thriller",5,False,False,Released
23023,Tooth Fairy,2010-01-14,2010,48000000,112462508,101,4.3282,5.476,2096,en,"Comedy, Family, Fantasy",3,True,False,Released
23047,Season of the Witch,2011-01-07,2011,40000000,91627228,95,4.3319,5.524,2630,en,"Adventure, Fantasy, Action",3,False,False,Released
23048,Hot Tub Time Machine,2010-03-26,2010,36000000,64780213,101,4.0693,6.043,2720,en,"Science Fiction, Comedy, Adventure",3,True,False,Released
23168,The Town,2010-09-15,2010,37000000,154026136,125,7.9631,7.218,5589,en,"Crime, Drama, Thriller",3,False,False,Released
23169,Remember Me,2010-03-11,2010,16000000,56000000,113,5.7207,7.098,3697,en,"Drama, Romance",2,False,False,Released
23172,The Spy Next Door,2010-01-15,2010,28000000,66166000,94,6.4741,5.879,1400,en,"Action, Comedy, Family",3,False,False,Released
23437,A Nightmare on Elm Street,2010-04-30,2010,35000000,115665418,95,5.779,5.525,2895,en,"Horror, Mystery, Thriller",3,False,False,Released
23483,Kick-Ass,2010-03-26,2010,28000000,96188903,118,9.7107,7.124,12323,en,"Action, Crime",2,True,False,Released
23514,The Rum Diary,2011-10-13,2011,45000000,24000000,120,2.8518,5.88,1322,en,"Comedy, Drama",2,False,False,Released
23629,Sucker Punch,2011-03-24,2011,82000000,89792502,110,5.0448,6.192,5028,en,"Action, Fantasy, Thriller",3,False,False,Released
23631,Machete,2010-09-01,2010,10500000,45491656,105,5.3866,6.344,3529,en,"Action, Comedy, Thriller",3,True,False,Released
23742,Cop Out,2010-02-26,2010,30000000,55600000,107,3.6125,5.543,1621,en,"Action, Comedy, Crime",3,False,False,Released
23759,Centurion,2010-02-15,2010,12000000,6890432,97,5.4494,6.236,1550,en,"Adventure, Action, Drama",3,False,False,Released
23830,Last Night,2010-11-05,2010,7000000,7644937,93,3.7622,6.1,816,en,"Drama, Romance",2,False,False,Released
24021,The Twilight Saga: Eclipse,2010-06-23,2010,68000000,698491347,124,10.6277,6.195,9210,en,"Adventure, Fantasy, Drama, Romance",4,True,False,Released
24428,The Avengers,2012-04-25,2012,220000000,1518815515,143,50.9247,8.007,37415,en,"Science Fiction, Action, Adventure",3,True,False,Released
25195,Leap Year,2010-01-08,2010,19000000,32686500,100,5.151,6.9,2146,en,"Romance, Comedy",2,False,False,Released
26022,My Name Is Khan,2010-02-10,2010,12000000,42345360,165,4.4664,8.0,1425,hi,"Drama, Romance",2,False,False,Released
26388,Buried,2010-09-24,2010,1987650,19152480,95,3.7229,6.638,3023,en,Thriller,1,False,False,Released
26389,From Paris with Love,2010-02-04,2010,52000000,52800000,92,9.3104,6.375,2291,en,"Action, Crime, Thriller",3,False,False,Released
26390,Brooklyn's Finest,2010-03-04,2010,17000000,45700000,132,3.7582,6.318,983,en,"Crime, Drama, Thriller",3,False,False,Released
27004,Ca$h,2010-03-01,2010,7000000,46488,108,2.8334,5.9,252,en,"Crime, Thriller, Comedy, Mystery",4,False,False,Released
27022,The Sorcerer's Apprentice,2010-07-13,2010,150000000,215300000,109,7.6343,6.139,5244,en,"Fantasy, Adventure, Action",3,False,False,Released
27023,Saint John of Las Vegas,2010-01-29,2010,3800000,111731,84,0.822,5.7,55,en,Comedy,1,False,False,Released
27205,Inception,2010-07-15,2010,160000000,839030630,148,32.4608,8.372,39064,en,"Action, Science Fiction, Adventure",3,False,False,Released
27569,Extraordinary Measures,2010-01-21,2010,31000000,15134293,106,3.047,6.271,341,en,Drama,1,False,False,Released
27573,The Bounty Hunter,2010-03-16,2010,40000000,136300000,110,3.0998,5.846,3036,en,"Action, Comedy, Romance",3,False,False,Released
27576,Salt,2010-07-21,2010,110000000,293329073,100,7.4297,6.412,5888,en,"Action, Mystery, Thriller",3,False,False,Released
27578,The Expendables,2010-08-07,2010,80000000,274470394,103,12.441,6.253,8242,en,"Thriller, Adventure, Action",3,True,False,Released
27579,The American,2010-08-31,2010,20000000,67900000,104,5.7051,5.98,1501,en,"Crime, Drama, Thriller",3,False,False,Released
27581,The Other Guys,2010-08-06,2010,100000000,170432927,107,7.2655,6.328,4544,en,"Comedy, Action",2,False,False,Released
27582,The Mechanic,2011-01-13,2011,40000000,51070807,93,8.3781,6.527,3566,en,"Action, Thriller, Crime",3,True,False,Released
27583,Greenberg,2010-03-26,2010,25000000,6344112,107,2.611,5.89,621,en,"Comedy, Drama, Romance",3,False,False,Released
27584,High School,2010-06-03,2010,10000000,221590,99,2.4468,5.7,163,en,Comedy,1,False,False,Released
27585,Rabbit Hole,2010-12-16,2010,5000000,5144717,91,3.2885,6.651,653,en,Drama,1,False,False,Released
27586,The Runaways,2010-03-19,2010,10000000,2995811,107,2.8526,6.457,833,en,"Drama, Music",2,False,False,Released
28211,Chloe,2010-02-25,2010,14000000,13657649,96,4.6207,6.134,1856,en,"Drama, Thriller, Mystery",3,False,False,Released
28510,Universal Soldier: Regeneration,2010-02-23,2010,14000000,153977852,97,2.6436,5.641,486,en,"Adventure, Action, Science Fiction, Thriller",4,True,False,Released
29159,Giallo,2010-03-13,2010,14000000,50113,92,0.845,4.195,177,it,"Crime, Horror, Mystery, Thriller",4,False,False,Released
29426,Survival of the Dead,2010-05-06,2010,4000000,386078,90,1.8308,4.9,503,en,"Horror, Comedy, Drama, Thriller",4,True,False,Released
29427,The Crazies,2010-02-26,2010,20000000,54956140,101,5.2784,6.309,2253,en,"Mystery, Horror, Action",3,False,False,Released
29888,Dulha Mil Gaya,2010-01-08,2010,5600000,2700000,152,0.9899,5.4,33,hi,"Comedy, Drama, Romance",3,False,False,Released
30618,Bunraku,2010-09-01,2010,25000000,129706,124,2.7398,5.792,348,en,"Thriller, Action, Drama",3,False,False,Released
31059,Our Russia: Eggs of Destiny,2010-01-20,2010,2000000,22212223,85,0.896,4.552,77,ru,Comedy,1,False,False,Released
31458,Rann,2010-01-29,2010,7500000,2000000,145,1.0363,6.625,20,hi,"Drama, Thriller",2,False,False,Released
31867,Repo Men,2010-03-18,2010,32000000,18409891,111,4.136,6.329,2081,en,"Action, Science Fiction, Thriller, Crime",4,False,False,Released
32007,Hurricane Season,2010-02-09,2010,143000,1000000,103,1.9854,6.6,66,en,Drama,1,False,False,Released
32511,"Police, Adjective",2010-01-14,2010,1089360,48298,115,0.3645,6.541,61,ro,"Drama, Comedy, Crime",3,False,False,Released
32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,2010,95000000,226497209,118,9.7429,6.212,7787,en,"Adventure, Fantasy, Family",3,True,False,Released
32823,Get Him to the Greek,2010-06-03,2010,40000000,90029656,109,4.0191,5.975,1920,en,"Adventure, Comedy, Music",3,False,False,Released
32856,Valentine's Day,2010-02-10,2010,52000000,216528528,125,5.2623,5.92,3151,en,"Comedy, Romance",2,False,False,Released
33217,Diary of a Wimpy Kid,2010-03-19,2010,15000000,75700000,92,5.5493,6.267,1752,en,"Comedy, Family",2,True,False,Released
33909,Wall Street: Money Never Sleeps,2010-09-20,2010,70000000,134748021,133,4.3454,6.098,1676,en,"Drama, Crime",2,True,False,Released
34016,She's Out of My League,2010-03-11,2010,20000000,49800000,104,3.7855,6.483,2317,en,"Romance, Comedy",2,False,False,Released
34144,Atithi Tum Kab Jaoge?,2010-02-26,2010,2100000,5400000,155,0.538,6.324,54,hi,Comedy,1,False,False,Released
34418,Teen Patti,2010-02-26,2010,1000000,3900000,142,0.9368,3.8,10,hi,"Drama, Thriller",2,False,False,Released
34544,The A-Team,2010-06-09,2010,110000000,177238796,117,6.1966,6.411,4971,en,"Action, Comedy, Crime",3,False,False,Released
34563,Our Family Wedding,2010-03-12,2010,14000000,21409028,103,1.0265,5.6,139,en,Comedy,1,False,False,Released
34586,Kandahar,2010-02-04,2010,7000000,15172408,103,0.7556,6.2,44,ru,Drama,1,False,False,Released
34647,Enter the Void,2010-05-05,2010,13000000,754249,161,2.8591,7.293,1967,en,"Fantasy, Drama",2,False,False,Released
34764,Karthik Calling Karthik,2010-02-26,2010,2800000,3900000,135,0.8792,6.338,102,hi,"Romance, Thriller",2,False,False,Released
34803,Death at a Funeral,2010-04-15,2010,21000000,49050886,92,3.1986,5.875,1059,en,Comedy,1,False,False,Released
34806,The Back-Up Plan,2010-04-23,2010,35000000,77477008,106,5.566,6.122,1479,en,"Comedy, Romance",2,False,False,Released
34813,The Losers,2010-04-23,2010,25000000,23580000,97,5.4153,6.258,1964,en,"Action, Adventure, Crime, Mystery, Thriller",5,False,False,Released
34851,Predators,2010-07-07,2010,40000000,127233108,107,10.4042,6.3,4576,en,"Science Fiction, Action, Thriller",3,True,False,Released
35019,Nanny McPhee and the Big Bang,2010-03-26,2010,35000000,93251121,109,7.7536,6.313,1938,en,"Comedy, Fantasy, Family",3,True,False,Released
35056,Date Night,2010-04-08,2010,55000000,152300000,88,6.0111,6.107,3047,en,"Comedy, Action, Adventure",3,False,False,Released
35169,Furry Vengeance,2010-04-30,2010,35000000,36236710,92,3.3722,5.026,643,en,"Family, Comedy",2,False,False,Released
35428,What Men Talk About,2010-03-04,2010,1950000,12005838,93,1.23,7.2,193,ru,Comedy,1,True,False,Released
35552,The Extraordinary Adventures of Adèle Blanc-Sec,2010-04-09,2010,25000000,34604339,107,6.2625,6.254,1478,fr,"Fantasy, Adventure, Action, Mystery",4,False,False,Released
35688,Why Did I Get Married Too?,2010-04-02,2010,20000000,60673972,121,2.7258,6.5,166,en,"Comedy, Romance",2,True,False,Released
35690,The Last Song,2010-03-31,2010,20000000,89137047,107,2.8443,7.229,3381,en,"Drama, Family, Romance",3,False,False,Released
35716,Preacher's Kid,2010-01-29,2010,7000000,515065,110,2.2475,6.2,43,en,"Drama, Family, Music",3,False,False,Released
35791,Resident Evil: Afterlife,2010-09-01,2010,60000000,300228084,97,0.3016,6.051,4165,en,"Action, Adventure, Horror, Science Fiction",4,True,False,Released
36696,Space Dogs,2010-03-18,2010,25000000,8553835,85,1.3326,5.2,54,ru,"Family, Animation",2,True,False,Released
36865,The Disappearance of Haruhi Suzumiya,2010-02-05,2010,2000000,7701498,162,4.0138,7.8,278,ja,"Animation, Comedy, Science Fiction, Mystery, Drama",5,False,False,Released
36939,Boogie Woogie,2010-04-16,2010,6000000,48411,94,1.1424,5.048,104,en,"Comedy, Drama",2,False,False,Released
36970,Oceans,2010-01-22,2010,80000000,83090556,104,1.9613,7.449,334,en,"Documentary, Family, Drama",3,False,False,Released
37034,True Legend,2010-02-09,2010,20000000,6820000,115,5.29,6.6,241,zh,"Action, Fantasy",2,False,False,Released
37056,Letters to Juliet,2010-05-13,2010,30000000,82148538,105,3.4577,7.0,2998,en,"Comedy, Drama, Romance",3,False,False,Released
37414,The Killer Inside Me,2010-02-19,2010,13000000,4052191,109,2.5985,5.836,623,en,"Crime, Drama, Thriller",3,False,False,Released
37430,Conan the Barbarian,2011-08-17,2011,90000000,63523283,113,4.6059,5.308,1992,en,"Adventure, Fantasy, Action",3,False,False,Released
37460,Raavan,2010-06-18,2010,4200000,4000000,138,0.8505,4.875,28,hi,"Action, Adventure, Crime, Drama, Romance, Thriller",6,False,False,Released
37472,Ip Man 2,2010-04-29,2010,12900000,36000000,108,1.0787,7.463,2475,cn,"Action, History, Drama",3,True,False,Released
37495,Four Lions,2010-05-07,2010,3900000,6200000,97,2.809,6.958,1266,en,"Comedy, Crime, Drama",3,False,False,Released
37686,Super 8,2011-06-09,2011,50000000,260100000,112,6.9516,6.774,7031,en,"Thriller, Science Fiction, Mystery",3,False,False,Released
37710,The Tourist,2010-12-08,2010,100000000,278731369,103,7.3558,6.178,5721,en,"Action, Thriller, Romance",3,False,False,Released
37724,Skyfall,2012-10-24,2012,200000000,1108594176,143,10.9853,7.26,16055,en,"Action, Adventure, Thriller",3,True,False,Released
37735,Easy A,2010-09-16,2010,8000000,75026327,93,7.7174,6.805,7338,en,Comedy,1,False,False,Released
37786,Sex and the City 2,2010-05-26,2010,100000000,290700000,147,6.3631,6.1,1719,en,"Comedy, Drama, Romance",3,True,False,Released
37799,The Social Network,2010-10-01,2010,40000000,224920315,121,9.5189,7.4,13077,en,Drama,1,True,False,Released
37821,Killers,2010-06-04,2010,75000000,98159963,100,6.2045,5.952,2300,en,"Action, Comedy, Thriller, Romance",4,False,False,Released
37822,Badmaash Company,2010-05-07,2010,1900000,5100000,144,1.2594,5.839,59,hi,Crime,1,False,False,Released
37832,Mammuth,2010-04-21,2010,3000000,7100000,92,0.9217,5.8,164,fr,Comedy,1,False,False,Released
37834,Knight and Day,2010-06-15,2010,117000000,261989769,109,7.214,6.228,4859,en,"Action, Comedy",2,False,False,Released
37851,Hooked on the Game 2. The Next Level,2010-04-15,2010,3500000,2294357,86,1.0387,4.8,47,ru,"Action, Science Fiction",2,True,False,Released
37905,The Horde,2010-02-10,2010,3100000,2943372,98,1.6787,5.967,506,fr,"Action, Horror, Thriller",3,False,False,Released
37931,MacGruber,2010-05-21,2010,10000000,9322895,90,2.3989,5.415,601,en,"Action, Comedy",2,False,False,Released
37941,Vinnaithaandi Varuvaayaa,2010-02-26,2010,3000000,12000000,157,1.4341,7.602,59,ta,"Drama, Romance",2,False,False,Released
37950,Charlie St. Cloud,2010-07-30,2010,44000000,48200000,99,2.8726,7.0,2229,en,"Drama, Romance",2,False,False,Released
37958,Immortals,2011-11-10,2011,75000000,226904017,110,8.3672,6.041,2789,en,"Fantasy, Action, Drama",3,False,False,Released
38031,You Will Meet a Tall Dark Stranger,2010-09-22,2010,22000000,36015260,98,2.4236,5.9,901,en,"Comedy, Drama, Romance",3,False,False,Released
38033,Chain Letter,2010-10-01,2010,5000000,143000,96,1.3077,4.413,138,en,"Horror, Thriller",2,False,False,Released
38050,The Adjustment Bureau,2011-03-03,2011,50200000,127900000,106,7.1827,6.776,4876,en,"Science Fiction, Thriller, Romance",3,False,False,Released
38055,Megamind,2010-10-28,2010,130000000,321885765,96,11.2774,7.022,7421,en,"Animation, Action, Comedy, Family, Science Fiction",5,True,False,Released
38073,Going the Distance,2010-08-27,2010,32000000,42045846,102,3.3146,6.1,775,en,"Comedy, Drama, Romance",3,False,False,Released
38117,Beastly,2011-01-21,2011,17000000,43200000,86,3.8791,6.306,2859,en,"Romance, Fantasy, Drama",3,False,False,Released
38150,Heartless,2010-05-21,2010,5000000,20435,114,2.2026,5.849,175,en,"Fantasy, Horror, Thriller",3,False,False,Released
38167,Eat Pray Love,2010-08-12,2010,60000000,204594016,133,5.8668,6.243,2615,en,"Drama, Romance",2,False,False,Released
38234,Undisputed III: Redemption,2010-04-17,2010,3000000,76500000,96,7.8394,7.546,1005,en,"Action, Thriller, Crime, Drama",4,True,False,Released
38303,You Again,2010-09-23,2010,20000000,32054369,105,3.1906,6.269,1291,en,"Comedy, Romance",2,False,False,Released
38317,Zookeeper,2011-07-06,2011,80000000,169900000,102,4.658,5.436,1764,en,"Comedy, Romance, Family",3,False,False,Released
38319,Your Highness,2011-04-08,2011,49900000,28013733,102,3.3292,5.324,1438,en,"Comedy, Fantasy, Adventure, Action, Romance",5,False,False,Released
38321,Priest,2011-05-05,2011,60000000,84154026,87,10.5453,5.856,2496,en,"Action, Fantasy, Horror",3,False,False,Released
38322,"Big Mommas: Like Father, Like Son",2011-02-16,2011,32000000,82686066,107,3.3018,5.5,1296,en,"Crime, Comedy, Action",3,True,False,Released
38325,How I Ended This Summer,2010-04-01,2010,2500000,622644,124,0.6359,6.5,128,ru,"Drama, Thriller",2,False,False,Released
38356,Transformers: Dark of the Moon,2011-06-28,2011,195000000,1123794079,154,2.7078,6.223,8888,en,"Action, Science Fiction, Adventure",3,True,False,Released
38357,Morning Glory,2010-11-10,2010,40000000,60040976,107,3.601,6.366,1621,en,"Drama, Comedy, Romance",3,False,False,Released
38358,The Last Exorcism,2010-08-27,2010,1800000,69400000,87,2.2651,5.694,1103,en,"Horror, Thriller, Mystery",3,True,False,Released
38363,Fair Game,2010-05-20,2010,22000000,25806953,108,4.0762,6.453,851,en,"Drama, Thriller",2,False,False,Released
38365,Grown Ups,2010-06-24,2010,80000000,271457606,102,15.537,6.398,6624,en,Comedy,1,True,False,Released
38407,Shanghai,2010-06-10,2010,50000000,15302850,105,4.9857,6.112,187,en,"Drama, Thriller, Mystery",3,False,False,Released
38408,Life As We Know It,2010-10-02,2010,38000000,105734416,114,3.9363,6.901,3262,en,"Comedy, Romance, Drama",3,False,False,Released
38448,Ondine,2010-03-05,2010,12000000,1790061,111,1.8677,6.395,353,en,"Drama, Romance",2,False,False,Released
38541,The Divide,2012-01-13,2012,3000000,156362,122,2.6322,5.9,734,en,"Horror, Science Fiction, Thriller",3,False,False,Released
38543,Ironclad,2011-03-03,2011,25000000,5151023,121,3.454,6.144,794,en,"Romance, Adventure, Action, History",4,True,False,Released
38568,Howl,2010-08-26,2010,5000000,1183258,84,2.576,6.449,196,en,Drama,1,False,False,Released
38575,The Karate Kid,2010-06-10,2010,40000000,359126022,140,13.1303,6.565,6515,en,"Action, Adventure, Drama, Family",4,True,False,Released
38579,Marmaduke,2010-06-03,2010,50000000,83761844,88,2.1421,5.205,803,en,"Family, Comedy",2,False,False,Released
38684,Jane Eyre,2011-03-11,2011,13000000,34710627,120,5.222,7.199,1554,en,"Drama, Romance",2,False,False,Released
38700,Bad Boys for Life,2020-01-15,2020,90000000,426505244,124,10.4018,7.116,8703,en,"Thriller, Action, Crime",3,True,False,Released
38745,Gulliver's Travels,2010-12-23,2010,112000000,237382724,85,4.1346,5.216,2532,en,"Family, Comedy, Adventure, Fantasy",4,False,False,Released
38753,Passion Play,2011-01-10,2011,8000000,25603,94,1.7816,4.8,119,en,"Drama, Romance, Fantasy, Horror",4,False,False,Released
38757,Tangled,2010-11-24,2010,260000000,592461732,100,18.1749,7.61,12310,en,"Animation, Family, Adventure",3,True,False,Released
38778,Dinner for Schmucks,2010-07-30,2010,69000000,86387857,114,2.7201,5.72,1923,en,Comedy,1,False,False,Released
38843,Ramona and Beezus,2010-07-23,2010,15000000,27293743,103,3.1232,6.549,785,en,"Comedy, Family",2,False,False,Released
39013,Winter's Bone,2010-06-11,2010,2000000,13831503,101,3.8438,6.784,1975,en,"Drama, Mystery",2,False,False,Released
39053,Cyrus,2010-06-18,2010,7000000,9900000,91,2.3131,5.9,452,en,"Comedy, Drama, Romance",3,False,False,Released
39210,Somewhere,2010-09-03,2010,8000000,14788642,97,2.605,6.082,803,en,Drama,1,False,False,Released
39254,Real Steel,2011-09-28,2011,110000000,299300000,127,17.1946,7.069,9027,en,"Action, Science Fiction, Drama",3,False,False,Released
39451,Little Fockers,2010-12-21,2010,100000000,310650585,98,6.9107,5.654,3429,en,"Comedy, Romance",2,True,False,Released
39486,Secretariat,2010-08-20,2010,35000000,60300000,123,4.313,7.408,634,en,Drama,1,False,False,Released
39513,Paul,2011-02-14,2011,40000000,98000000,104,9.5326,6.736,6223,en,"Adventure, Comedy, Science Fiction",3,False,False,Released
39514,RED,2010-10-13,2010,58000000,199006387,111,9.0712,6.705,7109,en,"Action, Adventure, Comedy, Crime, Thriller",5,True,False,Released
39525,Angadi Theru,2010-03-26,2010,600000,2000000,160,0.5579,6.8,14,ta,"Drama, Romance",2,False,False,Released
39538,Contagion,2011-09-08,2011,60000000,137551594,106,8.7351,6.647,6497,en,"Drama, Thriller, Science Fiction",3,False,False,Released
39691,Cats & Dogs: The Revenge of Kitty Galore,2010-07-29,2010,85000000,112483764,82,2.4328,5.2,681,en,"Family, Adventure, Comedy, Fantasy, Action",5,True,False,Released
39781,The Kids Are All Right,2010-07-09,2010,3500000,34705850,106,2.0732,6.607,1580,en,"Comedy, Drama",2,False,False,Released
39800,Life During Wartime,2010-04-16,2010,4500000,744816,97,1.4902,5.9,146,en,"Comedy, Drama",2,True,False,Released
39806,Princess Kaiulani,2010-05-14,2010,9000000,771499,130,0.6202,5.7,40,en,Drama,1,False,False,Released
40247,Please Give,2010-04-30,2010,3000000,4313829,90,2.5839,6.2,165,en,"Comedy, Drama",2,False,False,Released
40264,Vampires Suck,2010-08-18,2010,20000000,80547866,82,3.8003,4.391,1388,en,"Comedy, Fantasy",2,True,False,Released
40777,I Hate Luv Storys,2010-06-30,2010,4400000,12000000,129,0.7229,5.898,83,hi,"Comedy, Drama, Romance",3,False,False,Released
40794,Loose Cannons,2010-03-12,2010,7000000,8220215,108,1.578,7.269,807,it,"Comedy, Drama, Romance",3,False,False,Released
40805,The Green Hornet,2011-01-12,2011,120000000,227817248,119,4.9901,5.595,3460,en,"Action, Crime, Comedy",3,False,False,Released
40807,50/50,2011-09-30,2011,8000000,39187783,100,4.5474,7.182,4067,en,"Comedy, Drama",2,False,False,Released
41109,Don 2,2011-12-23,2011,11000000,2900000,139,1.6033,6.948,260,hi,"Action, Thriller",2,True,False,Released
41110,I Am Love,2010-03-19,2010,3600000,12014663,120,1.3719,6.751,406,it,"Drama, Romance",2,False,False,Released
41154,Men in Black 3,2012-05-23,2012,225000000,654213485,106,8.4728,6.541,10925,en,"Action, Comedy, Science Fiction",3,True,False,Released
41201,The Illusionist,2010-06-16,2010,18000000,6007194,80,1.8503,7.263,677,fr,"Animation, Drama",2,False,False,Released
41210,The Switch,2010-08-20,2010,19000000,49830607,101,4.06,6.227,2029,en,"Comedy, Romance, Drama",3,False,False,Released
41211,Heartbreaker,2010-03-17,2010,8700000,47355187,105,1.3869,6.621,1406,fr,"Romance, Comedy",2,False,False,Released
